Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
YugabyteDB,,Relational DBMS,,"Score,3.54,Rank,#98,Overall,#49,Relational DBMS",www.yugabyte.com,,,2017.0,"2.17, December 2022",Open Source,Apache 2.0,no,"YugabyteDB Managed,is the fully managed database-as-a-service offering of YugabyteDB. Get started quickly, and effortlessly ensure continuous availability and limitless scale of your cloud native applications.",C and C++,,,,,,,,,,,,,,,,,,,,
Infinispan,,Key-value store,,"Score,3.45,Rank,#99,Overall,#17,Key-value stores",infinispan.org,,,2009.0,"14.0.7.Final, March 2023",Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
MaxDB,,Relational DBMS,,"Score,3.42,Rank,#100,Overall,#50,Relational DBMS",maxdb.sap.com,,,1984.0,"7.9.10 (January 2020), 2020",commercial,Limited community edition free,no,,C++,,,,,,,,,,,,,,,,,,,,
LevelDB,"Embeddable fast,key-value storage,library that provides an ordered mapping from string keys to string values",Key-value store,,"Score,3.38,Rank,#101,Overall,#18,Key-value stores",github.com/google/leveldb,github.com/google/leveldb/blob/master/doc/index.md,Google,2011.0,"1.23, February 2021",Open Source,BSD,no,,C++,"Illumos,Linux,OS X,Windows",schema-free,no,no,no,no,,"C++,Go,Java,JavaScript (Node.js),Python",no,no,none,none,no,Immediate Consistency,no,no,yes,yes,,no
Oracle Berkeley DB,Widely used in-process key-value store,"Key-value store,Native XML DBMS",,"Score,3.29,Rank,#102,Overall,#19,Key-value stores,#3,Native XML DBMS",www.oracle.com/technetwork/database/database-technologies/berkeleydb/overview/index.html,docs.oracle.com/cd/E17076_05/html/index.html,Oracle,1994.0,"18.1.40, May 2020",Open Source,commercial license available,no,,"C, Java, C++ (depending on the Berkeley DB edition)","AIX,Android,FreeBSD,iOS,Linux,OS X,Solaris,VxWorks,Windows",schema-free,no,yes,yes,yes,,".Net,others,C,C#,C++,Java,JavaScript (Node.js),Perl,Python,Tcl",no,yes,none,Source-replica replication,no,,no,ACID,,yes,yes,no
PouchDB,"JavaScript DBMS with an API inspired by,CouchDB",Document store,,"Score,3.27,Rank,#103,Overall,#20,Document stores",pouchdb.com,pouchdb.com/guides,Apache Software Foundation,2012.0,"7.1.1, June 2019",Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",schema-free,no,no,yes,no,"HTTP REST,JavaScript API",JavaScript,View functions in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,,yes,yes,no
InterSystems IRIS,"A containerised multi-model DBMS, interoperability and analytics data platform with wide capabilities for vertical and horizontal scalability","Document store,Key-value store,Object oriented DBMS,Relational DBMS",,"Score,3.20,Rank,#104,Overall,#21,Document stores,#20,Key-value stores,#1,Object oriented DBMS,#51,Relational DBMS",www.intersystems.com/products/intersystems-iris,docs.intersystems.com/irislatest/csp/docbook/DocBook.UI.Page.cls,InterSystems,2018.0,"2021.1, June 2021",commercial,,no,,,"AIX,Linux,macOS,Windows",depending on used data model,yes,yes,yes,yes,"JDBC,ODBC,RESTful HTTP API",".Net,C++,Java,JavaScript (Node.js),Python",yes,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,yes
InterSystems Caché,A multi-model DBMS and application server,"Key-value store,Object oriented DBMS,Relational DBMS",,"Score,3.19,Rank,#105,Overall,#21,Key-value stores,#2,Object oriented DBMS,#52,Relational DBMS",www.intersystems.com/products/cache,docs.intersystems.com,InterSystems,1997.0,"2018.1.4, May 2020",commercial,,no,,,"AIX,HP Open VMS,HP-UX,Linux,OS X,Solaris,Windows",depending on used data model,yes,yes,yes,yes,".NET Client API,JDBC,ODBC,RESTful HTTP API","C#,C++,Java",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,"Access rights for users, groups and roles"
RRDtool,Industry standard data logging and graphing tool for time series data. RRD is an acronym for round-robin database.,Time Series DBMS,,"Score,3.19,Rank,#106,Overall,#6,Time Series DBMS",oss.oetiker.ch/rrdtool,oss.oetiker.ch/rrdtool/doc,Tobias Oetiker,1999.0,"1.8.0, 2022",Open Source,GPL V2 and FLOSS,no,,C,"HP-UX,Linux",yes,Numeric data only,no,no,no,"in-process shared library,Pipes","C,C#,Java,JavaScript (Node.js),Lua,Perl,PHP,Python,Ruby",no,no,none,none,no,none,no,no,yes,yes,yes,no
EDB Postgres,"The EDB Postgres Platform is an enterprise-class data management platform based on the open source database,PostgreSQL,with flexible deployment options and,Oracle,compatibility features, complemented by tool kits for management, integration, and migration.",Relational DBMS,,"Score,3.15,Rank,#107,Overall,#53,Relational DBMS",www.enterprisedb.com,www.enterprisedb.com/edb-docs,EnterpriseDB,2005.0,"14, December 2021",commercial,BSD for PostgreSQL-components,no,,C,"Linux,Windows",yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,Perl,PHP,Python,Tcl",user defined functions,yes,horizontal partitioning,Multi-source replication,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,no,fine grained access rights according to SQL-standard
HEAVY.AI,"A high performance, column-oriented,RDBMS,, specifically developed to harness the massive parallelism of modern CPU and GPU hardware",Relational DBMS,,"Score,3.15,Rank,#108,Overall,#54,Relational DBMS","github.com/heavyai/heavydb,www.heavy.ai",docs.heavy.ai,"HEAVY.AI, Inc.",2016.0,"5.10, January 2022",Open Source,Apache Version 2; enterprise edition available,no,,C++ and CUDA,Linux,yes,yes,no,no,yes,"JDBC,ODBC,Thrift,Vega","All languages supporting JDBC/ODBC/Thrift,Python",no,no,Sharding,Multi-source replication,no,Immediate Consistency,no,no,yes,yes,yes,fine grained access rights according to SQL-standard
Percona Server for MySQL,"Enhanced drop-in replacement for,MySQL,based on XtraDB or TokuDB storage engines with improved performance and additional diagnostic and management features.",Relational DBMS,,"Score,3.11,Rank,#109,Overall,#55,Relational DBMS",www.percona.com/software/mysql-database/percona-server,www.percona.com/downloads/Percona-Server-LATEST,Percona,2008.0,"8.0.28-20, 2022",Open Source,GPL version 2,no,,C and C++,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,ODBC","Ada,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,,"Multi-source replication,Source-replica replication,XtraDB Cluster",no,Immediate Consistency,yes,ACID,yes,yes,yes,Users with fine-grained authorization concept
Apache Phoenix,"A scale-out RDBMS with evolutionary schema built on,Apache HBase",Relational DBMS,,"Score,3.09,Rank,#110,Overall,#56,Relational DBMS",phoenix.apache.org,phoenix.apache.org,Apache Software Foundation,2014.0,"5.0-HBase2, July 2018 and 4.15-HBase1, December 2019",Open Source,Apache Version 2.0,no,,Java,"Linux,Unix,Windows",yes,yes,no,yes,yes,JDBC,"C,C#,C++,Go,Groovy,Java,PHP,Python,Scala",user defined functions,no,Sharding,"Multi-source replication,Source-replica replication",Hadoop integration,Immediate Consistency or Eventual Consistency,no,ACID,yes,yes,yes,"Access Control Lists (using HBase ACL) for RBAC, integration with Apache Ranger for RBAC & ABAC, multi-tenancy"
Apache Drill,"Schema-free SQL Query Engine for Hadoop, NoSQL and Cloud Storage","Document store,Relational DBMS",,"Score,3.09,Rank,#111,Overall,#22,Document stores,#57,Relational DBMS",drill.apache.org,drill.apache.org/docs,Apache Software Foundation,2012.0,"1.20.3, January 2023",Open Source,Apache Version 2,no,,,"Linux,OS X,Windows",schema-free,yes,no,no,SQL SELECT statement is SQL:2003 compliant,"JDBC,ODBC,RESTful HTTP API",C++,user defined functions,no,Sharding,,yes,none,no,no,yes,Depending on the underlying data source,Depending on the underlying data source,Depending on the underlying data source
IMS,,Navigational DBMS,,"Score,3.02,Rank,#112,Overall,#1,Navigational DBMS",www.ibm.com/software/data/ims,www.ibm.com/support/knowledgecenter/SSEPH2,IBM,1966.0,"15, October 2017",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
LMDB,"A high performant, light-weight, embedded key-value database library",Key-value store,,"Score,2.98,Rank,#113,Overall,#22,Key-value stores",www.symas.com/symas-embedded-database-lmdb,,Symas,2011.0,"0.9.29, March 2021",Open Source,,no,,C,,schema-free,,no,no,no,,C,no,no,none,none,no,Immediate Consistency,no,ACID,yes,yes,yes,no
SAP Advantage Database Server,"Low-cost,RDBMS,with access to ISAM and FoxPro data structures",Relational DBMS,,"Score,2.90,Rank,#114,Overall,#58,Relational DBMS",www.sap.com/products/advantage-database-server.html,,"Sybase, SAP",1993.0,,commercial,,no,,,"Linux,Windows",yes,yes,no,yes,yes,".NET Client API,ADO.NET,JDBC,ODBC,OLE DB","Delphi,Perl,PHP",yes,yes,none,"Multi-source replication,Source-replica replication",no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
TiDB,"TiDB is an open source distributed SQL database that supports Hybrid Transactional/Analytical Processing (HTAP) workloads. It is MySQL compatible and features horizontal scalability, strong consistency, and high availability.",Relational DBMS,,"Score,2.88,Rank,#115,Overall,#59,Relational DBMS",pingcap.com,docs.pingcap.com/tidb/stable,"PingCAP, Inc.",2016.0,"7.0.0, March 2023",Open Source,Apache 2.0,no,"TiDB Cloud,: Fully-managed TiDB Service. Bring everything great about TiDB to the cloud.","Go, Rust",Linux,yes,yes,no,yes,yes,"GORM,JDBC,ODBC,Proprietary protocol,SQLAlchemy","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",no,no,horizontal partitioning (by key range),Using Raft consensus algorithm to ensure data replication with strong consistency among multiple replicas.,yes,Immediate Consistency,yes,ACID,yes,yes,no,Fine grained access rights according to SQL-standard
CloudKit,,Document store,,"Score,2.78,Rank,#116,Overall,#23,Document stores",developer.apple.com/icloud/cloudkit,,,2016.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Apache Druid,Open-source analytics data store designed for sub-second OLAP queries on high dimensionality and high cardinality data,"Relational DBMS,Time Series DBMS",,"Score,2.76,Rank,#117,Overall,#60,Relational DBMS,#7,Time Series DBMS",druid.apache.org,druid.apache.org/docs/latest/design,Apache Software Foundation and contributors,2012.0,"25.0.0, January 2023",Open Source,Apache license v2,no,,Java,"Linux,OS X,Unix",yes,yes,no,yes,SQL for querying,"JDBC,RESTful HTTP/JSON API","Clojure,JavaScript,PHP,Python,R,Ruby,Scala",no,no,Sharding,"yes, via HDFS, S3 or other storage engines",no,Immediate Consistency,no,no,yes,yes,no,RBAC using LDAP or Druid internals for users and groups for read/write by datasource and system
4D,Application development environment with integrated database management system,Relational DBMS,,"Score,2.75,Rank,#118,Overall,#61,Relational DBMS",www.4d.com,livedoc.4d.com,"4D, Inc",1984.0,"v18 R5, January 2021",commercial,,no,,,"OS X,Windows",yes,yes,yes,yes,yes,"ODBC,RESTful HTTP API,SOAP webservices","4D proprietary IDE,PHP",yes,yes,none,Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,no,Users and groups
EXASOL,"High-performance, in-memory, MPP database specifically designed for in-memory analytics.",Relational DBMS,,"Score,2.74,Rank,#119,Overall,#62,Relational DBMS",www.exasol.com,www.exasol.com/resources,Exasol,2000.0,,commercial,,no,,,,yes,yes,no,yes,yes,".Net,JDBC,ODBC,WebSocket","Java,Lua,Python,R",user defined functions,yes,Sharding,,yes,Immediate Consistency,yes,ACID,yes,yes,yes,"Access rights for users, groups and roles according to SQL-standard"
Geode,"Geode is a distributed data container, pooling memory, CPU, network resources, and optionally local disk across multiple processes",Key-value store,,"Score,2.73,Rank,#120,Overall,#23,Key-value stores",geode.apache.org,geode.apache.org/docs,Originally developed by Gemstone. They outsourced the project to Apache in 2015 but still deliver a commercial version as Gemfire.,2002.0,"1.1, February 2017",Open Source,Apache Version 2; commercial licenses available as Gemfire,no,,Java,All OS with a Java VM,schema-free,yes,no,no,SQL-like query language (OQL),"Java Client API,Memcached protocol,RESTful HTTP API",".Net,All JVM based languages,C++,Groovy,Java,Scala",user defined functions,yes,Sharding,Multi-source replication,no,Eventual Consistency,no,"yes, on a single node",yes,yes,yes,Access rights per client and object definable
Amazon Neptune,"Fast, reliable graph database built for the cloud","Graph DBMS,RDF store",,"Score,2.69,Rank,#121,Overall,#6,Graph DBMS,#4,RDF stores",aws.amazon.com/neptune,aws.amazon.com/neptune/developer-resources,Amazon,2017.0,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,"RDF 1.1 / SPARQL 1.1,TinkerPop Gremlin 3.3","C#,Go,Java,JavaScript,PHP,Python,Ruby,Scala",no,no,none,"Multi-availability zones high availability, asynchronous replication for up to 15 read replicas",no,Immediate Consistency,yes,ACID,yes,yes,,Access rights for users and roles can be defined via the AWS Identity and Access Management (IAM)
Citus,Scalable hybrid operational and analytics RDBMS for big data use cases based on PostgreSQL,Relational DBMS,,"Score,2.66,Rank,#122,Overall,#63,Relational DBMS",www.citusdata.com,docs.citusdata.com,,2010.0,"8.1, December 2018",Open Source,"AGPL, commercial license also available",no,,C,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Tcl",user defined functions,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
DolphinDB,"DolphinDB is a high performance,Time Series DBMS,. It is integrated with an easy-to-use fully featured programming language and a high-volume high-velocity streaming analytics system. It offers operational simplicity, scalability, fault tolerance, and concurrency.",Time Series DBMS,,"Score,2.61,Rank,#123,Overall,#8,Time Series DBMS",www.dolphindb.com,www.dolphindb.com/help,"DolphinDB, Inc",2018.0,"v2.00.4, January 2022",commercial,free community version available,no,,C++,"Linux,Windows",yes,yes,no,yes,SQL-like query language,"JDBC,JSON over HTTP,Kafka,MQTT (Message Queue Telemetry Transport),ODBC,OPC DA,OPC UA,RabbitMQ,WebSocket","C#,C++,Go,Java,JavaScript,MatLab,Python,R,Rust",yes,no,horizontal partitioning,yes,yes,Immediate Consistency,no,yes,yes,yes,yes,"Administrators, Users, Groups"
TDengine,Time Series DBMS and big data platform,Time Series DBMS,,"Score,2.61,Rank,#124,Overall,#9,Time Series DBMS","github.com/taosdata/TDengine,tdengine.com",docs.tdengine.com,"TDEngine, previously Taos Data",2019.0,"3.0, August 2022",Open Source,"GPL V3, also commercial editions available",no,,C,"Linux,Windows",yes,yes,no,no,Standard SQL with extensions for time-series applications,"JDBC,RESTful HTTP API","C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Rust",no,"yes, via alarm monitoring",Sharding,yes,,,no,,yes,yes,,yes
Amazon SimpleDB,"Hosted simple database service by Amazon, with the data stored in the Amazon Cloud.",Key-value store,,"Score,2.58,Rank,#125,Overall,#24,Key-value stores",aws.amazon.com/simpledb,docs.aws.amazon.com/simpledb,Amazon,2007.0,,commercial,,yes,,,hosted,schema-free,no,,yes,no,RESTful HTTP API,".Net,C,C++,Erlang,Java,PHP,Python,Ruby,Scala",no,no,none,yes,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,,Access rights for users and roles can be defined via the AWS Identity and Access Management (IAM)
DuckDB,"An embeddable, in-process, column-oriented SQL OLAP,RDBMS",Relational DBMS,,"Score,2.57,Rank,#126,Overall,#64,Relational DBMS",duckdb.org,duckdb.org/docs,,2018.0,"0.2, August 2020",Open Source,MIT License,no,,C++,server-less,yes,yes,no,yes,yes,"CLI Client,JDBC","C,C++,Go,Java,Python,R,Ruby",no,no,none,none,no,Immediate Consistency,no,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,no
Oracle Coherence,Oracles in-memory data grid solution,Key-value store,,"Score,2.50,Rank,#127,Overall,#25,Key-value stores",www.oracle.com/middleware/technologies/coherence.html,docs.oracle.com/en/middleware/standalone/coherence,Oracle,2007.0,"12c, September 2016",commercial,,no,,Java,All OS with a Java VM,schema-free,yes,no,no,no,"JCache,JPA,RESTful HTTP API",".Net,C++,Java",no,yes,Sharding,"yes, with selectable consistency level",no,"Eventual Consistency,Immediate Consistency",no,configurable,yes,yes,yes,authentification to access the cache via certificates or http basic authentication
JanusGraph,A Graph DBMS optimized for distributed clusters,Graph DBMS,,"Score,2.44,Rank,#128,Overall,#7,Graph DBMS",janusgraph.org,docs.janusgraph.org,"Linux Foundation; originally developed as,Titan,by Aurelius",2017.0,"0.6.3, February 2023",Open Source,Apache 2.0,no,,Java,"Linux,OS X,Unix,Windows",yes,yes,no,yes,no,"Java API,TinkerPop Blueprints,TinkerPop Frames,TinkerPop Gremlin,TinkerPop Rexster","Clojure,Java,Python",yes,yes,yes,yes,yes,"Eventual Consistency,Immediate Consistency",yes,ACID,yes,yes,,User authentification and security via Rexster Graph Server
GraphDB,"Enterprise-ready RDF and graph database with efficient reasoning, cluster and external index synchronization support. It supports also SQL JDBC access to Knowledge Graph and GraphQL over SPARQL.","Graph DBMS,RDF store",,"Score,2.33,Rank,#129,Overall,#8,Graph DBMS,#5,RDF stores",www.ontotext.com,graphdb.ontotext.com/documentation,Ontotext,2000.0,"10.2, February 2023",commercial,Some plugins of GraphDB Workbench are open sourced,no,,Java,"All OS with a Java VM,Linux,OS X,Windows",schema-free and OWL/RDFS-schema support; RDF shapes,yes,no,"yes, supports real-time synchronization and indexing in SOLR/Elastic search/Lucene and GeoSPARQL geometry data indexes",stored SPARQL accessed as SQL using Apache Calcite through JDBC/ODBC,"GeoSPARQL,GraphQL,GraphQL Federation,Java API,JDBC,RDF4J API,RDFS,RIO,Sail API,Sesame REST HTTP Protocol,SPARQL 1.1",".Net,C#,Clojure,Java,JavaScript (Node.js),PHP,Python,Ruby,Scala",well-defined plugin interfaces; JavaScript server-side extensibility,no,none,Multi-source replication,no,"Immediate Consistency, Eventual consistency (configurable in cluster mode per master or individual client request)",yes,ACID,yes,yes,,"Default Basic authentication through RDF4J client, or via Java when run with cURL, default token-based in the Workbench or via Rest API, optional access through OpenID or Kerberos single sign-on."
Amazon CloudSearch,A hosted search engine service by Amazon with the data stored in Amazons cloud,Search engine,,"Score,2.33,Rank,#130,Overall,#11,Search engines",aws.amazon.com/cloudsearch,docs.aws.amazon.com/cloudsearch,Amazon,2012.0,,commercial,,yes,,,hosted,yes,yes,,yes,no,HTTP API,,no,no,yes,yes,no,,no,no,yes,yes,,authentication via encrypted signatures
OceanBase,"A distributed, high available,RDBMS,compatible with,Oracle,and,MySQL",Relational DBMS,,"Score,2.33,Rank,#131,Overall,#65,Relational DBMS",open.oceanbase.com,open.oceanbase.com/docs,OceanBase,2011.0,"3.2.3, March 2022",Open Source,Commercial license available,no,,C++,Linux,yes,yes,no,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI),Proprietary native API,Table API","Ada,C,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl","PL/SQL in oracle-compatible mode, MySQL Stored Procedure in mysql-compatible mode",yes,"horizontal partitioning (by hash, key, range, range columns, list, and list columns)",Multi-source replication using Paxos,no,Immediate Consistency,yes,ACID,yes,yes,,"Access rights for users, groups and roles according to SQL-standard"
Coveo,"AI-powered hosted search, recommendation and personalization platform providing tools for both low-code and full-code development",Search engine,,"Score,2.28,Rank,#132,Overall,#12,Search engines",www.coveo.com,docs.coveo.com,Coveo,2012.0,,commercial,,yes,,,hosted,"hybrid - fields need to be configured prior to indexing, but relationships can be exploited at query time without pre-configuration",yes,no,yes,no,RESTful HTTP API,"C#,Java,JavaScript,Python",no,yes,yes,yes,no,Immediate Consistency,yes,yes,yes,yes,,"granular access controls, API key management, content filters"
jBASE,A robust multi-value DBMS comprising development tools and middleware,Multivalue DBMS,,"Score,2.27,Rank,#133,Overall,#3,Multivalue DBMS",www.jbase.com,docs.zumasys.com/jbase,Zumasys,1991.0,5.7,commercial,,no,,,"AIX,Linux,Windows",schema-free,optional,yes,,Embedded SQL for jBASE in BASIC,"JDBC,ODBC,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,Jabbascript,Java",yes,yes,Sharding,yes,no,,no,ACID,yes,yes,yes,Access rights can be defined down to the item level
GridGain,"GridGain is an in-memory computing platform, built on,Apache Ignite","Key-value store,Relational DBMS",,"Score,2.26,Rank,#134,Overall,#26,Key-value stores,#66,Relational DBMS",www.gridgain.com,www.gridgain.com/docs/latest,"GridGain Systems, Inc.",2007.0,GridGain 8.5.1,commercial,,no,,"Java, C++, .Net","Linux,OS X,Solaris,Windows",yes,yes,yes,yes,"ANSI-99 for query and DML statements, subset of DDL","HDFS API,Hibernate,JCache,JDBC,ODBC,Proprietary protocol,RESTful HTTP API,Spring Data","C#,C++,Java,PHP,Python,Ruby,Scala",yes (compute grid and cache interceptors can be used instead),yes (cache interceptors and events),Sharding,yes (replicated cache),yes (compute grid and hadoop accelerator),Immediate Consistency,no,ACID,yes,yes,yes,Security Hooks for custom implementations
TimesTen,"In-Memory,RDBMS,compatible to Oracle",Relational DBMS,,"Score,2.26,Rank,#135,Overall,#67,Relational DBMS",www.oracle.com/database/technologies/related/timesten.html,docs.oracle.com/database/timesten-18.1,"Oracle, TimesTen Performance Software, HP",1998.0,11 Release 2 (11.2.2.8.0),commercial,,no,,,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI)","C,C++,Java,PL/SQL",PL/SQL,no,none,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
MonetDB,A relational database management system that stores data in columns,Relational DBMS,,"Score,2.26,Rank,#136,Overall,#68,Relational DBMS",www.monetdb.org,www.monetdb.org/Documentation,MonetDB BV,2004.0,"Jul2021-SP2, July 2021",Open Source,Mozilla Public License 2.0,no,,C,"FreeBSD,Linux,OS X,Solaris,Windows",yes,yes,,yes,yes,"JDBC,native C library,ODBC","C,C++,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","yes, in SQL, C, R",yes,Sharding via remote tables,none,no,,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
QuestDB,"A high performance open source SQL database for,time series data",Time Series DBMS,,"Score,2.24,Rank,#137,Overall,#10,Time Series DBMS",questdb.io,questdb.io/docs/introduction,QuestDB Limited,2014.0,,Open Source,Apache 2.0,no,,Java,"Linux,macOS,Windows",yes,yes,no,no,SQL-like query language,"HTTP REST,InfluxDB Line Protocol (TCP/UDP),JDBC","C,C++,Go,Java,JavaScript (Node.js),Python,Rust",no,no,horizontal partitioning (by timestamps),Configurable consistency for N replicas,no,Immediate Consistency,no,ACID for single-table writes,yes,yes,yes,
SpatiaLite,"Spatial extension of,SQLite",Spatial DBMS,,"Score,2.18,Rank,#138,Overall,#3,Spatial DBMS",www.gaia-gis.it/fossil/libspatialite/index,www.gaia-gis.it/gaia-sins/spatialite_topics.html,Alessandro Furieri,2008.0,"5.0.0, August 2020",Open Source,"MPL 1.1, GPL v2.0 or LGPL v2.1",no,,C++,server-less,yes,yes,no,yes,yes,,,no,yes,none,none,no,,yes,ACID,yes,yes,yes,no
Tibero,"A secure RDBMS, designed for easy portability from Oracle",Relational DBMS,,"Score,2.18,Rank,#139,Overall,#69,Relational DBMS",www.tmaxsoft.com/products/tibero,technet.tmaxsoft.com/upload/download/online/tibero/pver-20150504-000002/index.html,TmaxSoft,2003.0,"6, April 2015",commercial,,no,,C and Assembler,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,yes,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI),Tibero CLI","C,C#,C++,Cobol,Java,Objective-C,Perl,PHP,Python,Ruby,Visual Basic",Persistent Stored Procedure (PSM),yes,horizontal partitioning,"Multi-source replication,Source-replica replication",no,Immediate Consistency,yes,ACID,yes,yes,no,"fine grained access rights according to SQL-standard (SQL 92, SQL 99)"
OpenTSDB,"Scalable Time Series DBMS based on,HBase",Time Series DBMS,,"Score,2.18,Rank,#140,Overall,#11,Time Series DBMS",opentsdb.net,opentsdb.net/docs/build/html/index.html,currently maintained by Yahoo and other contributors,2011.0,,Open Source,LGPL,no,,Java,"Linux,Windows",schema-free,"numeric data for metrics, strings for tags",no,no,no,"HTTP API,Telnet API","Erlang,Go,Java,Python,R,Ruby",no,no,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,no,no
NebulaGraph,"A distributed, linear scalable, high perfomant,Graph DBMS",Graph DBMS,,"Score,2.17,Rank,#141,Overall,#9,Graph DBMS","github.com/vesoft-inc/nebula,nebula-graph.io",docs.nebula-graph.io,Vesoft Inc.,2019.0,,Open Source,Apache Version 2.0 + Common Clause 1.0,no,,C++,Linux,Strong typed schema,yes,no,yes,SQL-like query language,"Browser interface,console (shell),Cypher Query Language,GO Object Graph Mapper,Java Object Graph Mapper,NGBatis,Proprietary native API,Python Object Graph Mapper,Query language nGQL",".Net,C++,Go,Java,PHP,Python",user defined functions,,Sharding,Causal Clustering using Raft protocol,no,Immediate Consistency,yes,ACID,yes,yes,yes,Role-based access control
VoltDB,"Distributed In-Memory NewSQL,RDBMS",Relational DBMS,,"Score,2.13,Rank,#142,Overall,#70,Relational DBMS",www.voltdb.com,docs.voltdb.com,VoltDB Inc.,2010.0,,Open Source,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",no,,"Java, C++","Linux,OS X",yes,yes,,yes,yes,"Java API,JDBC,RESTful HTTP/JSON API","C#,C++,Erlang,Go,Java,JavaScript,PHP,Python",Java,no,Sharding,"Multi-source replication,Source-replica replication",no,,no,ACID,yes,yes,,Users and roles with access to stored procedures
Memgraph,An open source graph database built for real-time streaming and compatible with Neo4j,Graph DBMS,,"Score,2.12,Rank,#143,Overall,#10,Graph DBMS",memgraph.com,docs.memgraph.com,Memgraph Ltd,2017.0,,commercial,Free license available,no,,C and C++,Linux,schema-free and schema-optional,yes,no,,no,"Bolt protocol,Cypher query language",".Net,C,C++,Elixir,Go,Haskell,Java,JavaScript,PHP,Python,Ruby,Scala",,,Sharding,Multi-source replication using RAFT,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,"Users, roles and permissions"
Db4o,,Object oriented DBMS,,"Score,2.05,Rank,#144,Overall,#3,Object oriented DBMS",sourceforge.net/projects/db4o,,,2001.0,,Open Source,commercial license available for existing customers only,no,,,,,,,,,,,,,,,,,,,,,,
Datomic,"Datomic builds on immutable values, supports point-in-time queries and uses 3rd party systems for durability",Relational DBMS,,"Score,2.03,Rank,#145,Overall,#71,Relational DBMS",www.datomic.com,docs.datomic.com,Cognitect,2012.0,,commercial,limited edition free,no,,"Java, Clojure",All OS with a Java VM,yes,yes,no,yes,no,RESTful HTTP API,"Clojure,Java",yes,By using transaction functions,none,none,no,Immediate Consistency,no,ACID,yes,yes,yes,no
