DBMS,Rank_Sep-2023,Rank_Aug-2023,Rank_Sep-2022,Database Model,Score_Sep-2023,Score_Aug-2023,Score_Sep-2022,DBMS_insitelink,Multi_model_info,Developer,Description,Initial release,Current release,License,License_info,Cloud-based only
solidDB,207.0,191.0,208.0,Relational,1.19,-0.18,+0.41,https://db-engines.com/en/system/solidDB,,"Unicom Systems, Inc; IBM",,1992.0,,commercial,,no
Vitess,208.0,210.0,,"Relational, Multi-model",1.19,+0.03,,https://db-engines.com/en/system/Vitess,"Relational DBMS,Document store,Spatial DBMS","The Linux Foundation, PlanetScale","Scalable, distributed, cloud-native DBMS, extending,MySQL",2013.0,"15.0.2, December 2022",Open Source,"Apache Version 2.0, commercial licenses available",no
WebSphere eXtreme Scale,209.0,212.0,226.0,Key-value,1.18,+0.05,+0.58,https://db-engines.com/en/system/WebSphere+eXtreme+Scale,,,An elastic highly scalable in-memory data grid,2009.0,,commercial,,no
TDSQL for MySQL,210.0,217.0,236.0,"Relational, Multi-model",1.16,+0.07,+0.62,https://db-engines.com/en/system/TDSQL+for+MySQL,"Relational DBMS,Document store,Spatial DBMS",Tencent,"A high-performance distributed database management system with features such as automatic sharding, intelligent operation and maintenance, elastic scalability without downtime, and enterprise-grade security. It is highly compatible with MySQL.",2013.0,,commercial,,yes
AllegroGraph,211.0,203.0,172.0,Multi-model,1.15,-0.10,+0.02,https://db-engines.com/en/system/AllegroGraph,"Document store,Graph DBMS,RDF store,Spatial DBMS",Franz Inc.,"High performance, persistent RDF store with additional support for Graph DBMS",2004.0,"7.3.1, December 2022",commercial,Limited community edition free,no
OpenBase,212.0,209.0,198.0,Relational,1.14,-0.02,+0.32,https://db-engines.com/en/system/OpenBase,,,,1991.0,,commercial,,no
Amazon Timestream,213.0,204.0,175.0,Time Series,1.13,-0.11,+0.04,https://db-engines.com/en/system/Amazon+Timestream,,,"Fast, scalable, fully managed time series database service for IoT and operational applications",2018.0,,commercial,,yes
BigchainDB,214.0,245.0,211.0,Document,1.09,+0.24,+0.33,https://db-engines.com/en/system/BigchainDB,,,"BigchainDB is scalable blockchain database offering decentralization, immutability and native assets",2016.0,,Open Source,AGPL v3,no
M3DB,215.0,227.0,230.0,Time Series,1.07,+0.12,+0.49,https://db-engines.com/en/system/M3DB,,,A distributed time series database created for Uber,,,Open Source,Apache version 2,no
NexusDB,216.0,224.0,225.0,Relational,1.06,+0.08,+0.47,https://db-engines.com/en/system/NexusDB,,,,2003.0,"4.50.26, February 2021",commercial,,no
ObjectDB,217.0,221.0,222.0,Object oriented,1.06,+0.03,+0.44,https://db-engines.com/en/system/ObjectDB,,,,2010.0,"2.8.9, September 2023",commercial,,no
MapDB,218.0,230.0,229.0,Key-value,1.05,+0.12,+0.46,https://db-engines.com/en/system/MapDB,,,,2002.0,,Open Source,Apache Version 2,no
Amazon Keyspaces,219.0,238.0,224.0,Wide column,1.04,+0.15,+0.43,https://db-engines.com/en/system/Amazon+Keyspaces,,Amazon,"A scalable, highly available,Cassandra,–compatible database service",2019.0,,commercial,,yes
StarRocks,220.0,216.0,,Relational,1.03,-0.07,,https://db-engines.com/en/system/StarRocks,,The Linux Foundation,"An open source, high-performance columnar analytical database that enables real-time, multi-dimensional, and highly concurrent data analytics",2020.0,"2.5.3, March 2023",Open Source,Apache Version 2.0,no
Kognitio,221.0,214.0,212.0,Relational,1.02,-0.09,+0.27,https://db-engines.com/en/system/Kognitio,,,,1992.0,,commercial,,no
Blazegraph,222.0,207.0,192.0,Multi-model,1.02,-0.17,+0.13,https://db-engines.com/en/system/Blazegraph,"Graph DBMS,RDF store",Blazegraph,"High-performance graph database supporting Semantic Web (RDF/SPARQL) and Graph Database (tinkerpop3, blueprints, vertex-centric) APIs with scale-out and High Availability.",2006.0,"2.1.5, March 2019",Open Source,extended commercial license available,no
TypeDB,223.0,223.0,193.0,Multi-model,1.02,+0.02,+0.14,https://db-engines.com/en/system/TypeDB,"Graph DBMS,Relational DBMS",Vaticle,TypeDB is a strongly-typed database with a rich and logical type system and TypeQL as its query language,2016.0,"2.17.0, April 2023",Open Source,"GPL Version 3, commercial licenses available",no
eXtremeDB,224.0,232.0,218.0,Multi-model,1.02,+0.09,+0.33,https://db-engines.com/en/system/eXtremeDB,"Relational DBMS,Time Series DBMS",McObject,"Natively in-memory DBMS with options for persistency, high-availability and clustering",2001.0,"8.2, 2021",commercial,,no
GeoMesa,225.0,218.0,200.0,Spatial DBMS,1.02,-0.03,+0.22,https://db-engines.com/en/system/GeoMesa,,CCRi and others,GeoMesa is a distributed spatio-temporal DBMS based on various systems as storage layer.,2014.0,"4.0.2, July 2023",Open Source,Apache License 2.0,no
RDF4J,226.0,215.0,196.0,RDF,1.02,-0.08,+0.19,https://db-engines.com/en/system/RDF4J,,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.","RDF4J is a Java framework for processing RDF data, supporting both memory-based and a disk-based storage.",2004.0,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no
Datacom/DB,227.0,226.0,214.0,Relational,1.0,+0.04,+0.28,https://db-engines.com/en/system/Datacom%2FDB,,Broadcom (formerly CA),"RDBMS,for mainframes",1972.0,,commercial,,no
SciDB,228.0,225.0,221.0,Multivalue,1.0,+0.04,+0.36,https://db-engines.com/en/system/SciDB,,Paradigm4,DBMS built upon a multi-dimensional array data model,2008.0,,Open Source,,no
ScaleArc,229.0,233.0,243.0,Relational,1.0,+0.08,+0.50,https://db-engines.com/en/system/ScaleArc,,"DevFactory, formerly Ignite","A layer on top of standard MySQL, SQL Server or Oracle instances for data distribution and sharding",2009.0,,commercial,limited edition free,no
eXist-db,230.0,205.0,187.0,Native XML,0.99,-0.21,+0.04,https://db-engines.com/en/system/eXist-db,,,,2000.0,,Open Source,L-GPL,no
Apache IoTDB,231.0,249.0,248.0,Time Series,0.98,+0.16,+0.52,https://db-engines.com/en/system/Apache+IoTDB,,Apache Software Foundation,"An IoT native database with high performance for data management and analysis, deployable on the edge and the cloud and integrated with Hadoop, Spark and Flink",2018.0,"1.1.0, April 2023",Open Source,Apache Version 2.0,no
KairosDB,232.0,250.0,220.0,Time Series,0.95,+0.13,+0.29,https://db-engines.com/en/system/KairosDB,,,"Distributed Time Series DBMS based on,Cassandra,or,H2",2013.0,"1.2.2, November 2018",Open Source,Apache 2.0,no
OpenInsight,233.0,240.0,244.0,Multivalue,0.94,+0.07,+0.44,https://db-engines.com/en/system/OpenInsight,,,Development Environment with included multi-value filing system,1992.0,"10.0.1, April 2018",commercial,,no
atoti,234.0,222.0,253.0,Object oriented,0.92,-0.10,+0.47,https://db-engines.com/en/system/atoti,,ActiveViam,"An in-memory,DBMS,combining transactional and analytical processing to handle the aggregation of ever-changing data.",,,commercial,free versions available,no
Scalaris,235.0,256.0,255.0,Key-value,0.88,+0.12,+0.45,https://db-engines.com/en/system/Scalaris,,,,2010.0,,Open Source,Apache Version 2,no
Splice Machine,236.0,244.0,191.0,Relational,0.88,+0.03,-0.04,https://db-engines.com/en/system/Splice+Machine,,Splice Machine,"Open-Source SQL RDBMS for Operational and Analytical use cases with native Machine Learning, powered by Hadoop and Spark",2014.0,"3.1, March 2021",Open Source,"AGPL 3.0, commercial license available",no
Heroic,237.0,229.0,274.0,Time Series,0.88,-0.06,+0.58,https://db-engines.com/en/system/Heroic,,Spotify,"Time Series DBMS built at Spotify based on,Cassandra,or,Google Cloud Bigtable,, and,ElasticSearch",2014.0,,Open Source,Apache 2.0,no
Kinetica,238.0,231.0,246.0,"Relational, Multi-model",0.88,-0.05,+0.40,https://db-engines.com/en/system/Kinetica,"Relational DBMS,Spatial DBMS,Time Series DBMS",Kinetica,Fully vectorized database across both GPUs and CPUs,2012.0,"7.1, August 2021",commercial,,no
SurrealDB,239.0,260.0,,Multi-model,0.87,+0.12,,https://db-engines.com/en/system/SurrealDB,"Document store,Graph DBMS",SurrealDB Ltd,"A fully ACID transactional, developer-friendly, multi-model,DBMS",2022.0,,Open Source,,no
Yellowbrick,240.0,235.0,199.0,Relational,0.87,-0.04,+0.06,https://db-engines.com/en/system/Yellowbrick,,Yellowbrick Data,Data Warehouse appliance and cloud service,,,commercial,,no
Alibaba Cloud MaxCompute,241.0,248.0,237.0,Relational,0.87,+0.04,+0.33,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,,Alibaba,"MaxCompute (previously known as ODPS) is a general purpose, fully managed, multi-tenancy data processing platform for large-scale data warehousing",2016.0,,commercial,,yes
Vald,242.0,236.0,,Vector DBMS,0.86,-0.03,,https://db-engines.com/en/system/Vald,,,Vald is a distributed vector DBMS.,,,Open Source,Apache-2.0 license,no
VistaDB,243.0,234.0,232.0,Relational,0.86,-0.06,+0.30,https://db-engines.com/en/system/VistaDB,,Gibraltar Software,,2008.0,,commercial,,no
FrontBase,244.0,220.0,203.0,Relational,0.85,-0.18,+0.06,https://db-engines.com/en/system/FrontBase,,,,1993.0,"8.2.6, December 2015",commercial,free licenses,no
BoltDB,245.0,241.0,219.0,Key-value,0.85,-0.02,+0.17,https://db-engines.com/en/system/BoltDB,,,"An embedded,key-value store,for Go.",2013.0,,Open Source,MIT License,no
Qdrant,246.0,272.0,319.0,Vector DBMS,0.83,+0.19,+0.71,https://db-engines.com/en/system/Qdrant,,Qdrant,A high-performance vector database with neural network or semantic-based matching,2021.0,,Open Source,Apache Version 2.0,no
GemStone/S,247.0,239.0,215.0,Object oriented,0.83,-0.05,+0.13,https://db-engines.com/en/system/GemStone%2FS,,,,1986.0,64 Bit 3.3.3,commercial,,no
LokiJS,248.0,242.0,240.0,Document,0.82,-0.05,+0.29,https://db-engines.com/en/system/LokiJS,,,In-memory JavaScript DBMS,2014.0,,Open Source,,no
CrateDB,249.0,237.0,184.0,Multi-model,0.81,-0.08,-0.18,https://db-engines.com/en/system/CrateDB,"Document store,Time Series DBMS,Relational DBMS,Search engine",Crate,Distributed Database based on Lucene,2013.0,,Open Source,,no
SQream DB,250.0,264.0,227.0,Relational,0.81,+0.09,+0.21,https://db-engines.com/en/system/SQream+DB,,SQream Technologies,"a GPU-based, columnar RDBMS for big data analytics workloads",2017.0,"2022.1.6, December 2022",commercial,,no
AlaSQL,251.0,252.0,223.0,Multi-model,0.8,0.00,+0.18,https://db-engines.com/en/system/AlaSQL,"Document store,Relational DBMS",Andrey Gershun & Mathias R. Wulff,JavaScript DBMS library,2014.0,,Open Source,MIT-License,no
Rockset,252.0,228.0,234.0,"Document, Multi-model",0.79,-0.14,+0.24,https://db-engines.com/en/system/Rockset,"Document store,Relational DBMS,Search engine",Rockset,"A scalable, reliable search and analytics service in the cloud, built on,RocksDB",2019.0,,commercial,,yes
Alibaba Cloud AnalyticDB for MySQL,253.0,261.0,245.0,"Relational, Multi-model",0.79,+0.04,+0.30,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,"Relational DBMS,Document store",Alibaba,A real-time data warehousing service that can process petabytes of data with high concurrency and low latency. It is fully compatible with the MySQL protocol.,,,commercial,,yes
Graph Engine,254.0,254.0,189.0,Multi-model,0.78,+0.02,-0.15,https://db-engines.com/en/system/Graph+Engine,"Graph DBMS,Key-value store",Microsoft,"A distributed in-memory data processing engine, underpinned by a strongly-typed RAM store and a general distributed computation engine",2010.0,,Open Source,MIT License,no
Objectivity/DB,255.0,247.0,205.0,Object oriented,0.78,-0.05,-0.01,https://db-engines.com/en/system/Objectivity%2FDB,,,,1990.0,,commercial,,no
Typesense,256.0,255.0,,Search engine,0.76,0.00,,https://db-engines.com/en/system/Typesense,,,"A typo-tolerant, in-memory search engine optimized for instant search-as-you-type experiences and developer productivity",2015.0,,Open Source,GPL V3,no
ModeShape,257.0,243.0,267.0,Content,0.75,-0.12,+0.38,https://db-engines.com/en/system/ModeShape,,,,2010.0,,Open Source,Apache Version 2,no
KeyDB,258.0,257.0,251.0,Key-value,0.75,-0.01,+0.30,https://db-engines.com/en/system/KeyDB,,EQ Alpha Technology Ltd.,"An ultra-fast, open source,Key-value store,fully compatible with Redis API, modules, and protocols",2019.0,,Open Source,BSD-3,no
Apache Pinot,259.0,259.0,256.0,Relational,0.73,-0.02,+0.30,https://db-engines.com/en/system/Apache+Pinot,,Apache Software Foundation and contributors,"Realtime distributed OLAP datastore, designed to answer OLAP queries with low latency",2015.0,"0.11.0, September 2022",Open Source,Apache Version 2.0,no
Apache Doris,260.0,271.0,249.0,Relational,0.71,+0.06,+0.25,https://db-engines.com/en/system/Apache+Doris,,"Apache Software Foundation, originally contributed from Baidu","An MPP-based analytics DBMS embracing the,MySQL,protocol",2017.0,"1.2.2, February 2023",Open Source,Apache Version 2.0,no
Postgres-XL,261.0,246.0,217.0,"Relational, Multi-model",0.7,-0.15,+0.01,https://db-engines.com/en/system/Postgres-XL,"Relational DBMS,Document store,Spatial DBMS",,Based on PostgreSQL enhanced with MPP and write-scale-out cluster features,2014.0,"10 R1, October 2018",Open Source,Mozilla public license,no
Trafodion,262.0,268.0,247.0,Relational,0.7,+0.00,+0.23,https://db-engines.com/en/system/Trafodion,,"Apache Software Foundation, originally developed by HP",Transactional SQL-on-Hadoop DBMS,2014.0,"2.3.0, February 2019",Open Source,Apache 2.0,no
R:BASE,263.0,270.0,216.0,Relational,0.69,+0.04,-0.01,https://db-engines.com/en/system/R%3ABASE,,,,1981.0,,commercial,,no
4store,264.0,285.0,231.0,RDF,0.67,+0.12,+0.10,https://db-engines.com/en/system/4store,,,,2009.0,,Open Source,GPLv3,no
Redland,265.0,263.0,259.0,RDF,0.67,-0.06,+0.26,https://db-engines.com/en/system/Redland,,,A set of free software C libraries that provide support for the Resource Description Framework (RDF),2000.0,,Open Source,"Multi License (LGPL, GPLv2, Apache V2)",no
ITTIA,266.0,251.0,302.0,"Time Series, Multi-model",0.65,-0.16,+0.50,https://db-engines.com/en/system/ITTIA,"Time Series DBMS,Relational DBMS",ITTIA L.L.C.,Edge Time Series DBMS with Real-Time Stream Processing,2007.0,8.7,commercial,,no
Jade,267.0,267.0,242.0,Object oriented,0.65,-0.05,+0.15,https://db-engines.com/en/system/Jade,,,,1996.0,,commercial,,no
SearchBlox,268.0,253.0,238.0,Search engine,0.65,-0.13,+0.12,https://db-engines.com/en/system/SearchBlox,,,,2003.0,,commercial,,no
Strabon,269.0,279.0,287.0,RDF,0.65,+0.06,+0.43,https://db-engines.com/en/system/Strabon,,,,2011.0,,Open Source,Mozilla public license,no
Starcounter,270.0,262.0,241.0,Object oriented,0.65,-0.09,+0.12,https://db-engines.com/en/system/Starcounter,,,,2006.0,"2.3.2.930, April 2018",commercial,,no
HarperDB,271.0,281.0,252.0,Document,0.64,+0.07,+0.20,https://db-engines.com/en/system/HarperDB,,HarperDB,Ultra-low latency distributed database with an intuitive REST API supporting NoSQL and SQL (including joins). Deployment of functions and databases simultaneously with a consolidated node-level architecture.,2017.0,"3.1, August 2021",commercial,free community edition available,no
Kingbase,272.0,266.0,263.0,"Relational, Multi-model",0.63,-0.07,+0.24,https://db-engines.com/en/system/Kingbase,"Relational DBMS,Document store,Spatial DBMS",BeiJing KINGBASE Information technologies inc.,"An enterprise-class,RDBMS,compatible with PostgreSQL and Oracle and widely used in China.",1999.0,"V8.0, August 2021",commercial,,no
InfiniteGraph,273.0,276.0,270.0,Graph,0.62,+0.00,+0.28,https://db-engines.com/en/system/InfiniteGraph,,,,2010.0,,commercial,,no
Percona Server for MongoDB,274.0,269.0,209.0,Document,0.62,-0.05,-0.15,https://db-engines.com/en/system/Percona+Server+for+MongoDB,,Percona,A drop-in replacement for MongoDB Community Edition with enterprise-grade features.,2015.0,"3.4.10-2.10, November 2017",Open Source,GPL Version 2,no
OpenQM,275.0,278.0,286.0,Multivalue,0.6,+0.00,+0.37,https://db-engines.com/en/system/OpenQM,,"Rocket Software, originally Martin Phillips","QpenQM is a high-performance, self-tuning, multi-value DBMS",1993.0,3.4-12,Open Source,"GPLv2, extended commercial license available",no
Rasdaman,276.0,258.0,258.0,Multivalue,0.6,-0.16,+0.17,https://db-engines.com/en/system/Rasdaman,,,Extends standard RDBMS with efficient handling of multi-dimensional arrays,1998.0,"rasdaman v9.8.1, July 2019",Open Source,extended commercial license available,no
Lovefield,277.0,274.0,282.0,Relational,0.59,-0.04,+0.34,https://db-engines.com/en/system/Lovefield,,Google,"Embeddable,relational database,for web apps written in pure JavaScript",2014.0,"2.1.12, February 2017",Open Source,Apache 2.0,no
Raima Database Manager,278.0,275.0,254.0,Multi-model,0.59,-0.04,+0.15,https://db-engines.com/en/system/Raima+Database+Manager,"Relational DBMS,Time Series DBMS",Raima Inc.,"RDBMS with a small footprint, either embedded into an application or used as a database server",1984.0,"15, June 2021",commercial,,no
Sequoiadb,279.0,265.0,265.0,Multi-model,0.57,-0.13,+0.20,https://db-engines.com/en/system/Sequoiadb,"Document store,Relational DBMS",Sequoiadb Ltd.,NewSQL database with distributed OLTP and SQL,2013.0,,Open Source,Server: AGPL; Client: Apache V2,no
Tajo,280.0,286.0,239.0,Relational,0.57,+0.02,+0.03,https://db-engines.com/en/system/Tajo,,Apache Software Foundation,SQL on Hadoop,2012.0,,Open Source,Apache Version 2,no
Alibaba Cloud AnalyticDB for PostgreSQL,281.0,282.0,272.0,Relational,0.55,-0.01,+0.24,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,"An online MPP (Massively Parallel Processing) data warehousing service based on,Greenplum",2016.0,,commercial,,yes
Kyligence Enterprise,282.0,289.0,276.0,Relational,0.55,+0.03,+0.26,https://db-engines.com/en/system/Kyligence+Enterprise,,"Kyligence, Inc.","A distributed analytics engine for big data, built on top of,Apache Kylin",2016.0,,commercial,,no
Actian FastObjects,283.0,301.0,294.0,Object oriented,0.54,+0.12,+0.35,https://db-engines.com/en/system/Actian+FastObjects,,Actian,,,,commercial,,no
Mimer SQL,284.0,287.0,289.0,Relational,0.52,-0.01,+0.31,https://db-engines.com/en/system/Mimer+SQL,,,,1977.0,"11.0.7G, June 2023",commercial,,no
Fluree,285.0,296.0,301.0,Graph,0.52,+0.07,+0.36,https://db-engines.com/en/system/Fluree,,"Fluree, PBC","A,Graph DBMS,built with blockchain technology",2018.0,,Open Source,open-sourced in October 2020,no
Elliptics,286.0,314.0,354.0,Key-value,0.52,+0.13,+0.51,https://db-engines.com/en/system/Elliptics,,,Distributed Key-value Store,2009.0,,Open Source,,no
HyperGraphDB,287.0,294.0,313.0,Graph,0.52,+0.05,+0.39,https://db-engines.com/en/system/HyperGraphDB,,,,2007.0,,Open Source,L-GPL,no
Databend,288.0,292.0,,Relational,0.5,+0.02,,https://db-engines.com/en/system/Databend,,Databend Labs,"An open-source, elastic, and workload-aware cloud data warehouse designed to meet businesses' massive-scale analytics needs at low cost and with low complexity",2021.0,"1.0.59, April 2023",Open Source,Apache Version 2.0,no
Project Voldemort,289.0,288.0,260.0,Key-value,0.5,-0.03,+0.09,https://db-engines.com/en/system/Project+Voldemort,,,,2009.0,"1.10.25, July 2017",Open Source,Apache version 2,no
Elassandra,290.0,293.0,266.0,"Wide column, Multi-model",0.49,+0.01,+0.12,https://db-engines.com/en/system/Elassandra,"Wide column store,Search engine",,"Open source database and search engine for multi-cloud applications based on,Cassandra,and,Elasticsearch",,,Open Source,Apache Version 2.0,no
Marqo,291.0,305.0,,Search engine,0.49,+0.07,,https://db-engines.com/en/system/Marqo,,,"An open source vector-based,search engine",2022.0,,Open Source,Apache Version 2.0,no
Transbase,292.0,273.0,327.0,Relational,0.48,-0.15,+0.39,https://db-engines.com/en/system/Transbase,,Transaction Software GmbH,"A resource-optimized, high-performance, universally applicable RDBMS",1987.0,"Transbase 8.3, 2022",commercial,free development license,no
Vespa,293.0,283.0,,Multi-model,0.46,-0.09,,https://db-engines.com/en/system/Vespa,"Search engine,Vector DBMS",Yahoo,"Vespa is a search engine and vector DBMS. It supports vector search (ANN), lexical search, and search in structured data.",,,Open Source,Apache-2.0 license,no
Comdb2,294.0,310.0,278.0,Relational,0.46,+0.05,+0.19,https://db-engines.com/en/system/Comdb2,,Bloomberg Finance L.P.,"A distributed,RDBMS,designed for geographical replication and high availability. It has been developed by Bloomberg Finance L.P. and is used as their primary DBMS.",2004.0,,Open Source,Apache 2.0,no
EJDB,295.0,284.0,307.0,Document,0.45,-0.10,+0.31,https://db-engines.com/en/system/EJDB,,Softmotions,Embeddable document-store database library with JSON representation of queries (in MongoDB style),2012.0,,Open Source,GPLv2,no
Brytlyt,296.0,302.0,273.0,Relational,0.45,+0.02,+0.14,https://db-engines.com/en/system/Brytlyt,,Brytlyt,"Scalable GPU-accelerated,RDBMS,for very fast analytic and streaming workloads, leveraging,PostgreSQL",2016.0,"5.0, August 2023",commercial,,no
FlockDB,297.0,280.0,284.0,Graph,0.44,-0.14,+0.21,https://db-engines.com/en/system/FlockDB,,Twitter,,2010.0,"1.8.5, February 2012",Open Source,Apache Version 2,no
Deep Lake,298.0,277.0,,Vector DBMS,0.42,-0.18,,https://db-engines.com/en/system/Deep+Lake,,Activeloop,Deep Lake is a vector DBMS optimized for deep-learning and Large Language Model (LLM) based applications.,,,Open Source,MPL-2.0 license,no
Tokyo Tyrant,299.0,322.0,264.0,Key-value,0.42,+0.08,+0.04,https://db-engines.com/en/system/Tokyo+Tyrant,,,,2007.0,,Open Source,GPL,no
YDB,300.0,290.0,233.0,Multi-model,0.42,-0.10,-0.14,https://db-engines.com/en/system/YDB,"Document store,Relational DBMS",Yandex,"A distributed fault-tolerant database service, with high availability, scalability, immediate consistency and ACID transactions and providing an,Amazon DynamoDB,compatible API",2019.0,,Open Source,Apache 2.0; commercial license available,no
RedStore,301.0,300.0,290.0,RDF,0.42,-0.02,+0.22,https://db-engines.com/en/system/RedStore,,,RedStore is a lightweight RDF triplestore,2009.0,,Open Source,GPLv3,no
Mulgara,302.0,291.0,331.0,RDF,0.42,-0.09,+0.35,https://db-engines.com/en/system/Mulgara,,,,2006.0,"2.1.13, January 2012",Open Source,Apache Version 2,no
Alibaba Cloud ApsaraDB for PolarDB,303.0,298.0,269.0,Relational,0.41,-0.03,+0.06,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,,Alibaba,"A cloud-native relational database compatible with MySQL, PostgreSQL, and Oracle. Designed for business critical applications.",,,commercial,,yes
ElevateDB,304.0,307.0,308.0,Relational,0.41,-0.01,+0.27,https://db-engines.com/en/system/ElevateDB,,"Elevate Software, Inc.",RDBMS designed to be included in a pre-packaged database application,2006.0,,commercial,,no
Axibase,305.0,299.0,291.0,Time Series,0.4,-0.04,+0.21,https://db-engines.com/en/system/Axibase,,Axibase Corporation,"Scalable TimeSeries DBMS based on,HBase,with integrated rule engine and visualization",2013.0,15585,commercial,"Community Edition (single node) is free, Enterprise Edition (distributed) is paid",no
PipelineDB,306.0,328.0,281.0,Relational,0.39,+0.06,+0.13,https://db-engines.com/en/system/PipelineDB,,,"A RDBMS that runs SQL queries continuously on streams, incrementally storing results in tables. Built upon,PostgreSQL,.",2015.0,,Open Source,"BSD, GPL V3",no
TransLattice,307.0,306.0,277.0,Relational,0.39,-0.03,+0.11,https://db-engines.com/en/system/TransLattice,,,,2007.0,,commercial,,no
CnosDB,308.0,324.0,,Time Series,0.38,+0.04,,https://db-engines.com/en/system/CnosDB,,,"An open source distributed,Time Series DBMS,with high performance, high compression rate and high ease of use",2022.0,"2.2.0, February 2023",Open Source,AGPL 3.0,no
LeanXcale,309.0,325.0,299.0,Multi-model,0.38,+0.04,+0.22,https://db-engines.com/en/system/LeanXcale,"Key-value store,Relational DBMS",LeanXcale,A highly scalable full ACID SQL database with fast NoSQL data ingestion and GIS capabilities,2015.0,,commercial,,no
AnzoGraph DB,310.0,311.0,312.0,Multi-model,0.37,-0.03,+0.24,https://db-engines.com/en/system/AnzoGraph+DB,"Graph DBMS,RDF store",Cambridge Semantics,"Scalable graph database built for online analytics and data harmonization with MPP scaling, high-performance analytical algorithms and reasoning, and virtualization",2018.0,"2.3, January 2021",commercial,free trial version available,no
Alibaba Cloud Log Service,311.0,308.0,257.0,Search engine,0.37,-0.04,-0.05,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,,AlibabaCloud Inc.,"A complete real-time data logging service that supports collection, consumption, shipping, search, and analysis of logs.",2016.0,,commercial,,yes
AntDB,312.0,316.0,,Relational,0.37,-0.01,,https://db-engines.com/en/system/AntDB,,AsiaInfo Technologies Limited,"A scalable, multi-tenant, MPP-architectured,RDBMS,for OLTP and OLAP operations, highly compatible with,Oracle",,,commercial,"community version available at,github.com/ADBSQL/AntDB",no
Bangdb,313.0,337.0,324.0,Multi-model,0.36,+0.07,+0.26,https://db-engines.com/en/system/Bangdb,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS","Sachin Sinha, BangDB","Converged and high performance database for device data, events, time series, document and graph",2012.0,"BangDB 2.0, October 2021",Open Source,BSD 3,no
CubicWeb,314.0,295.0,296.0,RDF,0.36,-0.10,+0.18,https://db-engines.com/en/system/CubicWeb,,,,2001.0,"3.30.0, March 2021",Open Source,L-GPL,no
Cloudflare Workers KV,315.0,312.0,275.0,Key-value,0.36,-0.05,+0.06,https://db-engines.com/en/system/Cloudflare+Workers+KV,,Cloudflare,"A global, low-latency,,key-value store,for applications on Cloudflare with exceptionally high read volumes and low-latency.",2018.0,,commercial,,yes
Riak TS,316.0,304.0,293.0,Time Series,0.35,-0.07,+0.16,https://db-engines.com/en/system/Riak+TS,,"Open Source, formerly Basho Technologies","Riak TS is a distributed NoSQL database optimized for time series data and based on,Riak KV",2015.0,"3.0.0, September 2022",Open Source,,no
FeatureBase,317.0,318.0,280.0,Relational,0.35,-0.03,+0.09,https://db-engines.com/en/system/FeatureBase,,Molecula and Pilosa Open Source Contributors,"Real-time database platform that powers real-time analytics and machine learning applications by simultaneously executing low-latency, high-throughput, and highly concurrent workloads.",2017.0,"2022, May 2022",commercial,,no
Actian PSQL,318.0,297.0,321.0,Relational,0.34,-0.11,+0.22,https://db-engines.com/en/system/Actian+PSQL,,,RDBMS used for embedded databases,1982.0,"v15 SP2 (15.20), August 2021",commercial,,no
XtremeData,319.0,303.0,322.0,Relational,0.33,-0.09,+0.23,https://db-engines.com/en/system/XtremeData,,,,,,commercial,limited edition free,no
Immudb,320.0,326.0,323.0,"Key-value, Multi-model",0.32,-0.01,+0.22,https://db-engines.com/en/system/Immudb,"Key-value store,Relational DBMS",Codenotary,An open source immutable (append-only) database with cryptographic verification which makes it tamper-resistant and fully auditable.,2020.0,"1.2.3, April 2022",Open Source,Apache Version 2.0,no
Machbase Neo,321.0,323.0,352.0,Time Series,0.32,-0.02,+0.30,https://db-engines.com/en/system/Machbase+Neo,,Machbase,TimeSeries DBMS for AIoT and BigData,2013.0,"V8.0, August 2023",commercial,free test version available,no
TomP2P,322.0,330.0,363.0,Key-value,0.31,-0.01,+0.31,https://db-engines.com/en/system/TomP2P,,,Distributed Key-Value store,2004.0,4.4,Open Source,Apache Version 2,no
BrightstarDB,323.0,319.0,363.0,RDF,0.3,-0.06,+0.30,https://db-engines.com/en/system/BrightstarDB,,,,2012.0,,Open Source,,no
Linter,324.0,315.0,316.0,"Relational, Multi-model",0.3,-0.08,+0.18,https://db-engines.com/en/system/Linter,"Relational DBMS,Spatial DBMS",relex.ru,RDBMS for high security requirements,1990.0,,commercial,,no
TerminusDB,325.0,353.0,305.0,"Graph, Multi-model",0.3,+0.09,+0.16,https://db-engines.com/en/system/TerminusDB,"Graph DBMS,Document store,RDF store",DataChemist Ltd.,"Scalable,Graph Database,platform making enterprise data available by exploiting inferred entities and relationships",2018.0,"11.0.0, January 2023",Open Source,GPL V3,no
