id,category_label,Multi_model_info,DBMS,DBMS_insitelink,has_open_source_github_repo,has_company,github_repo_link,Score_Nov-2022,Rank_Nov-2022,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial DBMS,Time Series,Wide column
250 ,Search engine,Search engine,SearchBlox,https://db-engines.com/en/system/SearchBlox,N,,-,0.63 ,251 ,-,-,,2003 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
251 ,Multivalue,Multivalue DBMS,Rasdaman,https://db-engines.com/en/system/Rasdaman,Y,,dioptre/rasdaman,0.62 ,252 ,dioptre,rasdaman,,1998 ,,Y,extended commercial license available,N,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
252 ,Key-value,Key-value store,Project  Voldemort,https://db-engines.com/en/system/Project+Voldemort,Y,,voldemort/voldemort,0.62 ,253 ,voldemort,voldemort,,2009 ,,Y,Apache version  2,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
253 ,Graph,Graph DBMS,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,N,,-,0.61 ,254 ,-,-,,2010 ,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
254 ,Document,"Document  store,Relational DBMS",Sequoiadb,https://db-engines.com/en/system/Sequoiadb,Y,,SequoiaDB/SequoiaDB,0.60 ,255 ,SequoiaDB,SequoiaDB,Sequoiadb Ltd.,2013 ,,Y,Server: AGPL;  Client: Apache V2,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
255 ,Content,Content stores,ModeShape,https://db-engines.com/en/system/ModeShape,Y,,ModeShape/modeshape,0.60 ,256 ,ModeShape,modeshape,,2010 ,,Y,Apache Version 2,N,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
256 ,Multivalue,Multivalue DBMS,OpenQM,https://db-engines.com/en/system/OpenQM,Y,,gregjurman/openqm,0.56 ,257 ,gregjurman,openqm,Martin Phillips,1993 ,,Y,"GPLv2, extended  commercial license available",N,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
257 ,Document,"Document store,Relational DBMS",YDB,https://db-engines.com/en/system/YDB,Y,N,ydb-platform/ydb,0.55 ,258 ,ydb-platform,ydb,Yandex,2019 ,,Y,Apache 2.0; commercial license available,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
258 ,Key-value,Key-value store,Tokyo Tyrant,https://db-engines.com/en/system/Tokyo+Tyrant,Y,,hthetiot/Tokyo-Tyrant,0.55 ,259 ,hthetiot,Tokyo-Tyrant,Mikio  Hirabayashi,2007 ,,Y,GPL,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
259 ,Document,Document store,HarperDB,https://db-engines.com/en/system/HarperDB,N,,-,0.54 ,260 ,-,-,HarperDB,2017 ,,N,free community edition available,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
260 ,Document,Document store,LokiJS,https://db-engines.com/en/system/LokiJS,Y,,techfort/LokiJS,0.53 ,261 ,techfort,LokiJS,,2014 ,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
261 ,Object oriented,Object oriented DBMS,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,N,,-,0.53 ,262 ,-,-,,1986 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
262 ,RDF,RDF store,Strabon,https://db-engines.com/en/system/Strabon,Y,,esarbanis/strabon,0.53 ,263 ,esarbanis,strabon,,2011 ,,Y,Mozilla public  license,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
263 ,Relational,Relational DBMS,Brytlyt,https://db-engines.com/en/system/Brytlyt,N,,-,0.52 ,264 ,-,-,Brytlyt,2016 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
264 ,Wide column,"Wide column  store,Search engine",Elassandra,https://db-engines.com/en/system/Elassandra,Y,,strapdata/elassandra,0.52 ,265 ,strapdata,elassandra,,,,Y,Apache Version  2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 
265 ,Relational,Relational DBMS,ITTIA,https://db-engines.com/en/system/ITTIA,N,,-,0.52 ,266 ,-,-,,2000 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
266 ,Relational,"Relational  DBMS,Spatial DBMS,Time Series DBMS",Kinetica,https://db-engines.com/en/system/Kinetica,N,,-,0.50 ,267 ,-,-,Kinetica,2012 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 
267 ,Relational,Relational DBMS,Comdb2,https://db-engines.com/en/system/Comdb2,Y,,bloomberg/comdb2,0.50 ,268 ,bloomberg,comdb2,Bloomberg Finance L.P.,2004 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
268 ,Relational,"Relational  DBMS,Document store",Alibaba Cloud  AnalyticDB for MySQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+MySQL,N,,-,0.49 ,269 ,-,-,Alibaba,,,N,,Y,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
269 ,Graph,Graph DBMS,TinkerGraph,https://db-engines.com/en/system/TinkerGraph,Y,,apache/tinkerpop,0.49 ,270 ,apache,tinkerpop,,2009 ,,Y,Apache 2.0,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
270 ,Relational,Relational DBMS,Lovefield,https://db-engines.com/en/system/Lovefield,Y,,google/lovefield,0.48 ,271 ,google,lovefield,Google,2014 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
271 ,Relational,"Relational DBMS,Time Series DBMS",Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,N,,-,0.47 ,272 ,-,-,Raima Inc.,1984 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
272 ,Relational,Relational DBMS,Kyligence  Enterprise,https://db-engines.com/en/system/Kyligence+Enterprise,N,,-,0.47 ,273 ,-,-,"Kyligence, Inc.",2016 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
273 ,RDF,RDF store,Redland,https://db-engines.com/en/system/Redland,Y,,dajobe/librdf,0.46 ,274 ,dajobe,librdf,,2000 ,,Y,"Multi License (LGPL, GPLv2, Apache V2)",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
274 ,Key-value,Key-value store,Cloudflare  Workers KV,https://db-engines.com/en/system/Cloudflare+Workers+KV,N,,-,0.46 ,275 ,-,-,Cloudflare,2018 ,,N,,Y,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
275 ,Document,"Document store,Graph DBMS",SurrealDB,https://db-engines.com/en/system/SurrealDB,Y,,surrealdb/surrealdb,0.46 ,276 ,surrealdb,surrealdb,SurrealDB Ltd,2022 ,,Y,,N,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
276 ,Relational,Relational DBMS,Alibaba Cloud  MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,N,,-,0.46 ,277 ,-,-,Alibaba,2016 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
277 ,Relational,Relational DBMS,FeatureBase,https://db-engines.com/en/system/FeatureBase,Y_CommunityEdition,,featurebasedb/featurebase,0.44 ,278 ,featurebasedb,featurebase,Molecula and Pilosa Open Source Contributors,2017 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
278 ,Relational,Relational DBMS,Valentina  Server,https://db-engines.com/en/system/Valentina+Server,N,,-,0.43 ,279 ,-,-,Paradigma  Software,1999 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
279 ,Search engine,Search engine,Weaviate,https://db-engines.com/en/system/Weaviate,Y,,semi-technologies/weaviate,0.43 ,280 ,semi-technologies,weaviate,SeMI Technologies B.V.,2017 ,,Y,commercial license available with Weaviate Enterprise,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
280 ,Graph,Graph DBMS,HugeGraph,https://db-engines.com/en/system/HugeGraph,Y,Y,apache/incubator-hugegraph,0.42 ,281 ,apache,incubator-hugegraph,Baidu,2018 ,,Y,Apache Version  2.0,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
281 ,Document,Document store,EJDB,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.41 ,282 ,Softmotions,ejdb,Softmotions,2012 ,,Y,GPLv2,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
282 ,Object oriented,Object oriented  DBMS,Actian  FastObjects,https://db-engines.com/en/system/Actian+FastObjects,N,,-,0.41 ,283 ,-,-,Actian,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
283 ,Time Series,Time Series DBMS,Riak TS,https://db-engines.com/en/system/Riak+TS,Y,,basho-labs/Riak-TS-JDBC-Driver,0.41 ,284 ,basho-labs,Riak-TS-JDBC-Driver,Basho Technologies,2015 ,,Y,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
284 ,Search engine,Search engine,Typesense,https://db-engines.com/en/system/Typesense,Y,,typesense/typesense,0.40 ,285 ,typesense,typesense,,2015 ,,Y,GPL V3,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
285 ,Graph,Graph DBMS,FlockDB,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.40 ,286 ,twitter-archive,flockdb,Twitter,2010 ,2012 ,Y,Apache Version 2,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
286 ,Relational,Relational DBMS,Transbase,https://db-engines.com/en/system/Transbase,N,,-,0.39 ,287 ,-,-,Transaction  Software GmbH,1987 ,2020 ,N,free  development license,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
287 ,Graph,Graph DBMS,Fluree,https://db-engines.com/en/system/Fluree,Y,,fluree/db,0.38 ,288 ,fluree,db,"Fluree, PBC",2018 ,,Y,open-sourced in October 2020,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
288 ,Document,"Document  store,Graph DBMS,Key-value store,Time Series DBMS",ArcadeDB,https://db-engines.com/en/system/ArcadeDB,Y,,ArcadeData/arcadedb,0.38 ,289 ,ArcadeData,arcadedb,Arcade Data,2021 ,2021 ,Y,Apache Version  2.0,N,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
289 ,Relational,Relational DBMS,PipelineDB,https://db-engines.com/en/system/PipelineDB,Y,,pipelinedb/pipelinedb,0.38 ,290 ,pipelinedb,pipelinedb,,2015 ,,Y,"BSD, GPL V3",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
290 ,Object oriented,Object oriented  DBMS,Jade,https://db-engines.com/en/system/Jade,N,,-,0.38 ,291 ,-,-,,1996 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
291 ,Relational,Relational DBMS,ElevateDB,https://db-engines.com/en/system/ElevateDB,N,,-,0.37 ,292 ,-,-,"Elevate Software, Inc.",2006 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
292 ,Search engine,Search engine,Alibaba Cloud  Log Service,https://db-engines.com/en/system/Alibaba+Cloud+Log+Service,N,,-,0.36 ,293 ,-,-,AlibabaCloud  Inc.,2016 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
293 ,Time Series,Time Series DBMS,Axibase,https://db-engines.com/en/system/Axibase,N,,-,0.36 ,294 ,-,-,Axibase Corporation,2013 ,1558 ,N,"Community Edition (single node) is free, Enterprise Edition  (distributed) is paid",N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
294 ,Relational,Relational DBMS,Alibaba Cloud  AnalyticDB for PostgreSQL,https://db-engines.com/en/system/Alibaba+Cloud+AnalyticDB+for+PostgreSQL,N,,-,0.34 ,295 ,-,-,Alibaba /  Pivotal Software Inc. / PostgreSQL Global Development Group,2016 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
295 ,Relational,"Relational DBMS,Time Series DBMS",GeoSpock,https://db-engines.com/en/system/GeoSpock,N,,-,0.34 ,296 ,-,-,GeoSpock,,2019 ,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
296 ,Key-value,"Key-value  store,Relational DBMS",LeanXcale,https://db-engines.com/en/system/LeanXcale,N,,-,0.34 ,297 ,-,-,LeanXcale,2015 ,,N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
297 ,Relational,Relational DBMS,TransLattice,https://db-engines.com/en/system/TransLattice,N,,-,0.34 ,298 ,-,-,,2007 ,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
298 ,Relational,Relational DBMS,Alibaba Cloud  ApsaraDB for PolarDB,https://db-engines.com/en/system/Alibaba+Cloud+ApsaraDB+for+PolarDB,N,,-,0.33 ,299 ,-,-,Alibaba,,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
299 ,Key-value,Key-value store,Speedb,https://db-engines.com/en/system/Speedb,Y,,speedb-io/speedb,0.33 ,300 ,speedb-io,speedb,Speedb,2020 ,,Y_DBENG-N,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
300 ,RDF,RDF store,Mulgara,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.33 ,301 ,quoll,mulgara,,2006 ,2012 ,Y,Apache Version  2,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
301 ,Relational,Relational DBMS,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,N,,-,0.33 ,302 ,-,-,,1977 ,2022 ,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
302 ,Graph,Graph DBMS,GraphBase,https://db-engines.com/en/system/GraphBase,N,,-,0.31 ,303 ,-,-,,,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
303 ,Time Series,Time Series DBMS,Heroic,https://db-engines.com/en/system/Heroic,Y_archivedas_spotify/heroic,N,spotify/heroic,0.31 ,304 ,spotify,heroic,Spotify,2014 ,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
304 ,Graph,"Graph DBMS,RDF  store,Relational DBMS",RDFox,https://db-engines.com/en/system/RDFox,N,,-,0.31 ,305 ,-,-,Oxford Semantic  Technologies,2017 ,2022 ,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 
305 ,Relational,Relational DBMS,Actian PSQL,https://db-engines.com/en/system/Actian+PSQL,N,,-,0.30 ,306 ,-,-,,1982 ,2020 ,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
306 ,Time Series,Time Series  DBMS,Machbase,https://db-engines.com/en/system/Machbase,N,,-,0.30 ,307 ,-,-,Machbase,2013 ,2021 ,N,free test  version available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
307 ,Graph,Graph DBMS,Sparksee,https://db-engines.com/en/system/Sparksee,N,,-,0.29 ,308 ,-,-,,2008 ,2021 ,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
308 ,Graph,Graph DBMS,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.29 ,309 ,hypergraphdb,hypergraphdb,,2007 ,,Y,L-GPL,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
309 ,Search engine,"Search engine,Time Series DBMS",Manticore Search,https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.28 ,310 ,manticoresoftware,manticoresearch,Manticore Software,2017 ,2021 ,Y,GPL version 2,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
310 ,Graph,"Graph DBMS,RDF  store",AnzoGraph DB,https://db-engines.com/en/system/AnzoGraph+DB,N,,-,0.28 ,311 ,-,-,Cambridge  Semantics,2018 ,2021 ,N,free trial  version available,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
311 ,Key-value,"Key-value store,Relational DBMS",Immudb,https://db-engines.com/en/system/Immudb,Y,,codenotary/immudb,0.28 ,312 ,codenotary,immudb,Codenotary,2020 ,2022 ,Y,Apache Version 2.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
312 ,RDF,RDF store,RedStore,https://db-engines.com/en/system/RedStore,Y,,njh/redstore,0.28 ,313 ,njh,redstore,,2009 ,,Y,GPLv3,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
313 ,Event,Event Store,NEventStore,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.28 ,314 ,NEventStore,NEventStore,,2011 ,,Y,MIT-License,N,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
314 ,Wide column,Wide column  store,Alibaba Cloud  Table Store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,N,,-,0.27 ,315 ,-,-,Alibaba,2016 ,,N,,Y,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
315 ,RDF,RDF store,CubicWeb,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.27 ,316 ,-,-,Logilab,2001 ,2021 ,Y,L-GPL,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
316 ,Graph,"Graph  DBMS,Document store,RDF store",TerminusDB,https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.27 ,317 ,terminusdb,terminusdb,DataChemist  Ltd.,2018 ,2022 ,Y,GPL V3,N,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
317 ,Relational,Relational DBMS,Transwarp KunDB,https://db-engines.com/en/system/Transwarp+KunDB,N,,-,0.27 ,318 ,-,-,Transwarp,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
318 ,Graph,Graph DBMS,Ultipa,https://db-engines.com/en/system/Ultipa,N,,-,0.26 ,319 ,-,-,Ultipa,2019 ,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
319 ,Key-value,Key-value store,STSdb,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.26 ,320 ,STSSoft,STSdb4,STS Soft SC,2011 ,2015 ,Y,"GPLv2, commercial license available",N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
320 ,Relational,Relational DBMS,XtremeData,https://db-engines.com/en/system/XtremeData,N,,-,0.24 ,321 ,-,-,,,,N,limited edition  free,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
321 ,Key-value,Key-value store,Skytable,https://db-engines.com/en/system/Skytable,Y,Y,skytable/skytable,0.24 ,322 ,skytable,skytable,"Skytable, Inc.",,,Y,GNU AGPL 3.0,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
322 ,Document,Document store,iBoxDB,https://db-engines.com/en/system/iBoxDB,Y,,iboxdb/ftserver,0.24 ,323 ,iboxdb,ftserver,,,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
323 ,Relational,Relational DBMS,Tibco ComputeDB,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.24 ,324 ,-,-,Tibco,,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
324 ,Time Series,Time Series  DBMS,SiriDB,https://db-engines.com/en/system/SiriDB,Y,,SiriDB/siridb-server,0.22 ,325 ,SiriDB,siridb-server,Cesbit,,,Y,MIT License,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
325 ,Search engine,Search engine,Exorbyte,https://db-engines.com/en/system/Exorbyte,N,,-,0.22 ,326 ,-,-,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
326 ,Key-value,Key-value store,Upscaledb,https://db-engines.com/en/system/Upscaledb,Y,,cruppstahl/upscaledb,0.22 ,326 ,cruppstahl,upscaledb,,,,Y,Apache Version  2,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
327 ,Document,Document store,Acebase,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.21 ,328 ,appy-one,acebase,,,,Y,MIT License,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
328 ,Object oriented,Object oriented  DBMS,Siaqodb,https://db-engines.com/en/system/Siaqodb,Y_Nonlicense,,morecraf/Siaqodb,0.21 ,329 ,morecraf,Siaqodb,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
329 ,Time Series,Time Series DBMS,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.20 ,330 ,hawkular,hawkular-metrics,Community supported by Red Hat,,,Y,Apache 2.0,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
330 ,Relational,Relational DBMS,BigObject,https://db-engines.com/en/system/BigObject,N,,-,0.20 ,331 ,-,-,"BigObject, Inc.",,,N,free community  edition available,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
331 ,RDF,RDF store,Dydra,https://db-engines.com/en/system/Dydra,Y_UnlicenseLicense,,dydra/dydra,0.20 ,332 ,dydra,dydra,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
332 ,Graph,"Graph  DBMS,Object oriented DBMS",VelocityDB,https://db-engines.com/en/system/VelocityDB,N,,-,0.20 ,333 ,-,-,VelocityDB Inc,,,N,,N,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
333 ,Relational,Relational DBMS,Edge Intelligence,https://db-engines.com/en/system/Edge+Intelligence,N,,-,0.20 ,334 ,-,-,,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
334 ,Key-value,Key-value store,HyperLevelDB,https://db-engines.com/en/system/HyperLevelDB,Y,,rescrv/HyperLevelDB,0.20 ,334 ,rescrv,HyperLevelDB,,,,Y,,N,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
335 ,Time Series,Time Series DBMS,IRONdb,https://db-engines.com/en/system/IRONdb,N,,-,0.20 ,334 ,-,-,Circonus LLC.,,,N,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
336 ,Document,"Document  store,Object oriented DBMS",OrigoDB,https://db-engines.com/en/system/OrigoDB,Y,,DevrexLabs/OrigoDB,0.20 ,334 ,DevrexLabs,OrigoDB,Robert Friberg  et al,,,Y,,N,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
337 ,RDF,RDF store,BrightstarDB,https://db-engines.com/en/system/BrightstarDB,Y,,BrightstarDB/BrightstarDB,0.20 ,338 ,BrightstarDB,BrightstarDB,,,,Y,,N,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
